State,District,Village,PIN_Code,Survey_Number,Land_Area,Land_Type,Guidance_Value_Per_Sqft,Total_Guidance_Value,Market_Value_Per_Sqft,Total_Market_Value,Nearby_Avg_Value_Per_Sqft,Total_Nearby_Avg_Value,Gender,Married,Dependents,Education,Self_Employed,Applicant_Income,Coapplicant_Income,Total_Income,Credit_History,Property_Area,Loan_Amount,Loan_Amount_Term,LTV_Ratio,DTI_Ratio,Risk_Score,Loan_Approved
Maharashtra,Mumbai Suburban,Kurla,400070,175/4,2295,Residential,7280,16707600,31085,71340075,30089,69054255,Male,No,2,Graduate,Yes,23365,13255,36620,1.0,Urban,62912197,180,0.8818633425882998,17.424833193146657,55,1
Karnataka,Mysuru,Vijayanagar,570017,469/2,3991,Residential,1894,7558954,4399,17556409,4423,17652193,Male,Yes,2,Graduate,No,103410,19374,122784,1.0,Semiurban,11516479,300,0.6559700790748267,0.7871210661549565,46,1
Maharashtra,Pune,Hadapsar,411028,3/7,4213,Residential,3673,15474349,10993,46313509,11154,46991802,Male,Yes,1,Graduate,Yes,19890,17756,37646,1.0,Semiurban,39534382,360,0.8536252781019033,8.449837407462855,54,1
Karnataka,Bengaluru Urban,Kengeri,560060,411/9,9779,Industrial,3690,36084510,13188,128965452,13781,134764399,Male,Yes,2,Graduate,No,16642,52069,68711,1.0,Urban,120608036,120,0.9351964741689115,22.235328085456285,57,0
Telangana,Hyderabad,Gachibowli,500032,320/5,5753,Residential,5609,32268577,21951,126284103,22929,131910537,Male,No,0,Graduate,No,23922,0,23922,0.0,Urban,95946269,120,0.7597652176378843,50.80707241879657,90,0
Tamil Nadu,Chennai,Mylapore,600004,239/1,17169,Industrial,4368,74994192,14859,255114171,15167,260402223,Female,Yes,2,Not Graduate,No,49890,0,49890,1.0,Urban,79825332,300,0.3129004229247618,13.427365872989368,32,1
Tamil Nadu,Coimbatore,R S Puram,641002,312/10,3354,Commercial,2852,9565608,6906,23162724,7042,23618868,Female,Yes,1,Graduate,No,81933,16316,98249,0.0,Semiurban,16189140,240,0.6989307475234778,1.4825381897924892,87,0
Karnataka,Dharwad,Kelageri,580007,117/2,31411,Industrial,1324,41588164,2498,78464678,2406,75574866,Female,Yes,1,Graduate,No,49971,0,49971,1.0,Rural,51778406,360,0.6598944559487009,8.337250912919368,46,1
Maharashtra,Nagpur,Dharampeth,440010,177/5,82191,Agricultural,665,54657015,1186,97478526,1141,93779931,Female,Yes,2,Graduate,Yes,19573,0,19573,1.0,Rural,78723840,120,0.807601871205972,50.949794842848775,62,0
Karnataka,Mysuru,Ramakrishnanagar,570020,85/7,45650,Agricultural,746,34054900,1865,85137250,1898,86643700,Male,Yes,1,Graduate,Yes,157544,38631,196175,1.0,Rural,79093628,360,0.9290131875295479,3.244068915255106,67,0
Karnataka,Dharwad,Vidyagiri,580004,412/7,13434,Commercial,1642,22058628,2721,36553914,2564,34444776,Female,No,0,Not Graduate,No,32352,0,32352,1.0,Rural,33170062,300,0.9074284630641742,8.604165248498468,56,0
Tamil Nadu,Chennai,Adyar,600020,14/9,2807,Residential,4404,12362028,15866,44535862,15996,44900772,Male,No,2,Not Graduate,No,22840,20570,43410,1.0,Urban,36545182,300,0.8205787506706393,7.064866123652031,52,1
Maharashtra,Mumbai Suburban,Ghatkopar,400086,413/8,51064,Agricultural,2887,147421768,13003,663985192,12564,641568096,Female,No,0,Graduate,No,29614,71094,100708,1.0,Rural,280056267,120,0.4217808926678594,35.22693759763999,46,0
Maharashtra,Mumbai Suburban,Borivali,400092,476/8,59569,Agricultural,2939,175073291,15024,894964656,16196,964779524,Male,No,0,Not Graduate,No,17407,23882,41289,0.0,Rural,432330145,180,0.483069517998932,106.20214086059666,89,0
Telangana,Hyderabad,Jubilee Hills,500033,390/9,40299,Agricultural,1918,77293482,6811,274476489,6771,272864529,Female,No,0,Graduate,Yes,35918,20528,56446,1.0,Rural,219112520,180,0.7982924905455199,39.371878823562334,61,1
Karnataka,Mysuru,Gokulam,570002,443/4,2061,Residential,1988,4097268,4567,9412587,4554,9385794,Male,Yes,1,Not Graduate,No,34024,20544,54568,1.0,Semiurban,6259110,120,0.664972339697896,1.4530083606471194,46,0
Karnataka,Bengaluru Urban,Yelahanka,560064,295/7,3502,Residential,3007,10530514,8639,30253778,8085,28313670,Female,No,2,Graduate,No,61318,31741,93059,1.0,Urban,25127719,120,0.830564665345267,3.4204894173629947,53,1
Maharashtra,Mumbai Suburban,Borivali,400092,119/8,54504,Agricultural,3580,195124320,16721,911361384,16799,915612696,Female,Yes,3,Not Graduate,No,46692,8000,54692,0.0,Rural,298240305,120,0.3272470287154497,69.0774179027741,83,0
Tamil Nadu,Chennai,Tambaram,600045,164/5,42089,Industrial,4502,189484678,17332,729486548,17644,742618316,Female,Yes,3,Graduate,No,43472,8156,51628,0.0,Urban,267064144,360,0.36609879199581896,41.62195909920933,74,0
Maharashtra,Mumbai Suburban,Ghatkopar,400086,350/6,8104,Industrial,7655,62036120,31531,255527224,30278,245372912,Male,No,1,Graduate,Yes,53519,0,53519,1.0,Urban,210961138,120,0.8255916324594831,49.93304319472155,53,0
Maharashtra,Mumbai Suburban,Borivali,400092,495/10,7718,Commercial,13458,103868844,52114,402215852,52377,404245686,Female,No,2,Graduate,No,87965,12635,100600,1.0,Urban,361101180,360,0.8977795832870357,28.88172727966685,55,0
Tamil Nadu,Madurai,K K Nagar,625020,298/7,7092,Commercial,2095,14857740,4492,31857264,4371,30999132,Female,No,2,Not Graduate,Yes,31036,0,31036,1.0,Semiurban,19935619,240,0.625779382686473,5.779286589843993,45,1
Karnataka,Dharwad,Lakamanahalli,580008,273/4,17113,Industrial,1504,25737952,3124,53461012,3070,52536910,Female,Yes,0,Not Graduate,Yes,25346,46224,71570,1.0,Semiurban,40848197,120,0.7640745184546824,7.229952439957515,50,1
Tamil Nadu,Chennai,Mylapore,600004,137/2,11529,Commercial,6175,71191575,25201,290542329,26134,301298886,Male,No,2,Not Graduate,No,38446,0,38446,1.0,Urban,125714547,240,0.4326892657351831,29.42013238408317,37,1
Tamil Nadu,Chennai,Adyar,600020,182/7,1583,Residential,4014,6354162,13418,21240694,13291,21039653,Male,Yes,1,Graduate,No,102436,28233,130669,1.0,Semiurban,6658201,240,0.31346438115440106,0.4584527515300156,25,1
Telangana,Hyderabad,Jubilee Hills,500033,180/5,35631,Industrial,5699,203061069,25304,901606824,24707,880335117,Female,No,1,Graduate,Yes,42001,0,42001,1.0,Urban,569972016,300,0.6321735825726181,113.88263212800166,45,1
Maharashtra,Nagpur,Manish Nagar,440015,334/3,39665,Industrial,1876,74411540,4252,168655580,4350,172542750,Female,Yes,3,Not Graduate,Yes,37832,0,37832,1.0,Semiurban,90589108,300,0.5371248789989634,20.094642106820665,41,0
Telangana,Rangareddy,Rajendranagar,500030,357/2,34413,Industrial,3376,116178288,9367,322346571,9412,323895156,Male,Yes,2,Not Graduate,Yes,59325,0,59325,1.0,Rural,123225352,180,0.382275982082651,21.067569634247466,35,1
Maharashtra,Mumbai Suburban,Bandra,400050,157/9,78686,Agricultural,3631,285708866,17199,1353320514,17283,1359930138,Female,Yes,3,Graduate,No,12802,23183,35985,1.0,Rural,690449777,300,0.5101893970107956,161.01790805360213,50,1
Telangana,Medchal-Malkajgiri,Alwal,500010,45/4,24336,Industrial,2330,56702880,5778,140613408,5900,143582400,Female,Yes,3,Not Graduate,Yes,34820,0,34820,1.0,Semiurban,57328327,300,0.407701710778534,13.81669257658504,36,0
Karnataka,Bengaluru Urban,Kengeri,560060,144/3,10986,Commercial,5728,62927808,19738,216841668,19630,215655180,Female,No,2,Not Graduate,No,56120,19680,75800,1.0,Urban,179452151,300,0.8275722680753406,19.867492422909038,53,1
Telangana,Rangareddy,Puppalguda,500090,216/2,11983,Commercial,5016,60106728,12953,155215799,13034,156186422,Male,No,1,Not Graduate,No,19472,0,19472,1.0,Rural,69419047,360,0.44724214575605153,28.6853611662658,37,1
Maharashtra,Pune,Hinjawadi,411057,204/5,6787,Residential,3665,24874355,9419,63926753,9542,64761554,Male,No,1,Graduate,No,36476,11502,47978,1.0,Semiurban,42816821,300,0.6697793801602906,7.4892076546758775,46,1
Tamil Nadu,Madurai,Tallakulam,625002,105/1,31007,Agricultural,571,17704997,1135,35192945,1134,35161938,Female,No,2,Not Graduate,No,12000,0,12000,1.0,Rural,30359024,360,0.8626451693656214,20.356297782307852,64,1
Maharashtra,Mumbai Suburban,Borivali,400092,377/7,74819,Agricultural,2767,207024173,13595,1017164305,13810,1033250390,Female,Yes,3,Not Graduate,No,56177,31177,87354,1.0,Rural,400585554,360,0.3938258077194323,36.89816113397841,45,0
Telangana,Rangareddy,Puppalguda,500090,358/10,28841,Agricultural,1088,31379008,3607,104029487,3570,102962370,Male,No,2,Graduate,Yes,48062,0,48062,1.0,Rural,76358163,360,0.7340049941801597,12.783384989837328,59,0
Tamil Nadu,Madurai,Othakadai,625107,11/5,15190,Industrial,1451,22040690,3053,46375070,2956,44901640,Female,Yes,1,Graduate,Yes,79360,0,79360,1.0,Semiurban,19901543,240,0.42914313660335174,2.25629218731959,37,0
Telangana,Medchal-Malkajgiri,Alwal,500010,56/3,21293,Industrial,2069,44055217,4652,99055036,4541,96691513,Female,No,2,Graduate,No,24366,9333,33699,0.0,Semiurban,68752196,300,0.6940807734399289,17.121158751034127,87,0
Telangana,Hyderabad,Madhapur,500081,237/10,7282,Residential,4738,34502116,18233,132772706,18015,131185230,Female,Yes,0,Graduate,No,34821,17881,52702,1.0,Urban,99250248,240,0.7475199609172687,16.943953597618016,49,0
Karnataka,Mysuru,Ramakrishnanagar,570020,176/1,7237,Residential,1775,12845675,4091,29606567,4041,29244717,Female,Yes,3,Graduate,Yes,21908,20996,42904,1.0,Rural,27150607,120,0.917046782222336,8.016325166683579,56,1
Telangana,Hyderabad,Banjara Hills,500034,154/8,6826,Industrial,4974,33952524,16958,115755308,16973,115857698,Male,No,3,Graduate,Yes,25160,8000,33160,1.0,Urban,72409427,360,0.6255387182763144,17.570043016951782,45,1
Telangana,Hyderabad,Kondapur,500084,268/8,87603,Agricultural,1710,149801130,6500,569419500,6498,569244294,Female,No,1,Graduate,No,27869,0,27869,0.0,Rural,284785820,300,0.5001335921934531,85.75522069638902,90,0
Maharashtra,Pune,Wakad,411057,287/7,14666,Commercial,4370,64090420,12610,184938260,12213,179115858,Male,No,0,Graduate,Yes,18364,25310,43674,0.0,Semiurban,102332920,240,0.5533355834536348,21.081555218651605,82,0
Tamil Nadu,Chennai,Guindy,600032,310/5,3646,Commercial,6488,23655248,22104,80591184,22780,83055880,Male,Yes,3,Not Graduate,Yes,24498,42915,67413,0.0,Urban,52639625,180,0.6531685277138998,7.919928298741652,86,0
Karnataka,Bengaluru Urban,Whitefield,560066,427/7,32317,Agricultural,1345,43466365,4750,153505750,4843,156511231,Male,No,1,Graduate,Yes,95065,33111,128176,1.0,Rural,99887466,240,0.6507083024577255,7.011558000273172,56,0
Karnataka,Dharwad,Vidyagiri,580004,204/6,7467,Residential,1235,9221745,2678,19996626,2556,19085652,Male,No,2,Not Graduate,Yes,14319,0,14319,0.0,Rural,17790638,360,0.8896819893516036,9.997031709391209,95,0
Maharashtra,Mumbai Suburban,Ghatkopar,400086,4/3,20520,Industrial,7821,160486920,38376,787475520,40544,831962880,Female,Yes,2,Not Graduate,Yes,89600,0,89600,1.0,Urban,358231312,300,0.45491104536176563,33.5520551752833,38,0
Maharashtra,Pune,Hinjawadi,411057,460/10,7427,Residential,3407,25303789,10248,76111896,10486,77879522,Male,Yes,0,Not Graduate,No,93473,22276,115749,1.0,Rural,67048665,240,0.8809222805328618,5.21174474125935,55,0
Karnataka,Mysuru,Vijayanagar,570017,269/3,7792,Commercial,2910,22674720,7021,54707632,7032,54793344,Female,No,2,Graduate,Yes,80318,15819,96137,1.0,Semiurban,17000762,240,0.31075667833694576,1.591065546109329,32,0
Tamil Nadu,Chennai,Guindy,600032,300/9,11559,Commercial,7443,86033637,26753,309237927,27342,316046178,Female,No,1,Not Graduate,No,12000,13958,25958,1.0,Urban,175893805,240,0.5687976462214481,60.96626158862334,42,0
Tamil Nadu,Chennai,Tambaram,600045,23/2,29407,Industrial,4422,130037754,17510,514916570,18590,546676130,Male,No,0,Graduate,No,102496,9003,111499,1.0,Urban,239695821,120,0.4655041903196085,27.23222054895214,38,0
Maharashtra,Nagpur,Sitabuldi,440012,271/7,5149,Residential,1661,8552489,3048,15694152,2922,15045378,Male,No,3,Graduate,No,36305,0,36305,1.0,Rural,11928065,300,0.7600324630473823,2.7571928861589385,50,1
Telangana,Rangareddy,Narsingi,500075,373/4,12467,Commercial,4299,53595633,12750,158954250,12865,160387955,Female,No,1,Graduate,No,37067,16191,53258,1.0,Semiurban,56546203,300,0.35573885567702657,8.910091992744295,34,1
Tamil Nadu,Madurai,Sellur,625002,266/10,2756,Residential,1164,3207984,2484,6845904,2423,6677788,Male,No,1,Graduate,No,27830,23002,50832,1.0,Rural,2803088,360,0.4094547630232618,0.44370239260436606,29,0
Tamil Nadu,Madurai,K K Nagar,625020,149/7,14469,Agricultural,453,6554457,884,12790596,815,11792235,Female,No,2,Not Graduate,Yes,25918,0,25918,1.0,Rural,7881610,300,0.6162034982576261,2.551978721964659,54,1
Telangana,Medchal-Malkajgiri,Alwal,500010,25/9,3038,Residential,2456,7461328,7154,21733852,7243,22004234,Male,No,2,Graduate,Yes,15471,25059,40530,1.0,Rural,7488421,180,0.3445510257454592,1.8739835155280897,33,0
Maharashtra,Pune,Baner,411045,87/3,7906,Residential,3367,26619502,10555,83447830,10608,83866848,Female,Yes,1,Not Graduate,No,69149,37113,106262,1.0,Semiurban,60651226,240,0.7268160957570736,5.135371279134095,49,0
Tamil Nadu,Chennai,Velachery,600042,34/3,3203,Commercial,6373,20412719,24470,78377410,24489,78438267,Female,Yes,0,Not Graduate,Yes,22340,10396,32736,1.0,Semiurban,57203433,300,0.7298459211652949,14.664257380568579,49,1
Tamil Nadu,Madurai,Tallakulam,625002,72/8,8429,Commercial,1767,14894043,3120,26298480,2975,25076275,Male,Yes,3,Not Graduate,Yes,30622,0,30622,1.0,Rural,13306718,240,0.5059881027344546,3.9097379569520823,40,0
Karnataka,Dharwad,Lakamanahalli,580008,460/3,41729,Agricultural,436,18193844,856,35720024,886,36971894,Male,No,0,Not Graduate,Yes,93029,32446,125475,1.0,Rural,23622695,120,0.6613292029143093,2.384876004934158,56,0
Karnataka,Bengaluru Urban,Yelahanka,560064,41/10,6295,Residential,3698,23278910,12870,81016650,13578,85473510,Male,No,3,Not Graduate,Yes,55402,37568,92970,1.0,Urban,72485208,120,0.8946952015419053,9.876433052433827,55,0
Maharashtra,Nagpur,Somalwada,440025,186/4,6948,Commercial,2009,13958532,4156,28875888,4169,28966212,Female,No,0,Not Graduate,Yes,46744,23679,70423,1.0,Rural,9225262,180,0.31947976803345407,1.3286674774913707,32,1
Karnataka,Mysuru,Vijayanagar,570017,326/3,14094,Commercial,2888,40703472,7556,106494264,7956,112131864,Female,Yes,3,Graduate,No,54034,15871,69905,1.0,Semiurban,64232494,300,0.6031544947810522,7.710989970960129,44,0
Telangana,Medchal-Malkajgiri,Kompally,500014,208/10,52624,Agricultural,799,42046576,2227,117193648,2142,112720608,Male,No,1,Graduate,No,15542,0,15542,1.0,Rural,62471333,180,0.5330607423364788,40.768617636046294,51,0
Maharashtra,Pune,Baner,411045,391/7,8094,Industrial,3258,26370252,10652,86217288,10688,86508672,Male,No,0,Not Graduate,Yes,56038,46288,102326,1.0,Semiurban,61086444,120,0.7085173451524015,7.562274064608452,48,1
Karnataka,Mysuru,J P Nagar,570008,188/1,96933,Agricultural,714,69210162,1612,156255996,1721,166821693,Male,Yes,3,Graduate,Yes,18565,0,18565,1.0,Rural,107417477,180,0.6874454724924604,58.68567599034025,57,0
Telangana,Hyderabad,Banjara Hills,500034,358/7,49427,Industrial,5493,271502511,20354,1006037158,19856,981422512,Male,Yes,1,Graduate,Yes,59465,0,59465,1.0,Urban,342148358,240,0.34009514984534994,51.768226426320744,33,1
Maharashtra,Pune,Kothrud,411038,493/2,5227,Residential,3013,15748951,8243,43086161,8153,42615731,Male,No,2,Not Graduate,No,99554,0,99554,1.0,Semiurban,32709269,360,0.7591595129582327,2.6436524520492206,50,0
Karnataka,Mysuru,Hebbal,570016,401/10,15768,Agricultural,667,10517256,1426,22485168,1413,22280184,Female,Yes,2,Not Graduate,Yes,36266,13483,49749,1.0,Rural,17939470,360,0.7978357110785207,2.9014660190159396,61,1
Maharashtra,Mumbai Suburban,Ghatkopar,400086,197/7,17209,Agricultural,2882,49596338,14030,241442270,14714,253213226,Female,No,0,Graduate,No,39097,15830,54927,1.0,Rural,90839587,120,0.37623729680805273,20.949942597225494,45,0
Tamil Nadu,Chennai,Adyar,600020,426/10,42001,Industrial,5579,234323579,18607,781512607,19219,807217219,Female,Yes,0,Not Graduate,Yes,25083,0,25083,1.0,Semiurban,326267197,180,0.41748168113684697,131.93075605997242,36,0
Tamil Nadu,Madurai,Anna Nagar,625020,403/7,5187,Residential,1161,6022107,2158,11193546,2073,10752651,Female,No,3,Graduate,No,47094,0,47094,1.0,Semiurban,9173440,240,0.8195293966719751,1.7525761397278183,52,0
Maharashtra,Mumbai Suburban,Ghatkopar,400086,103/9,9198,Commercial,13273,122085054,66286,609698628,67112,617296176,Male,No,0,Graduate,No,13873,0,13873,0.0,Urban,491663056,240,0.8064034154264162,318.8654314249376,92,0
Telangana,Hyderabad,Madhapur,500081,395/3,7538,Residential,4609,34742642,16956,127814328,16681,125741378,Female,No,0,Not Graduate,No,15269,22282,37551,1.0,Urban,43137679,240,0.3375026859273555,10.335833791758628,33,1
Telangana,Hyderabad,Madhapur,500081,362/6,3854,Residential,4547,17524138,18650,71877100,18888,72794352,Male,No,2,Not Graduate,Yes,35832,0,35832,1.0,Urban,22040691,300,0.3066441328322929,5.161997024782089,32,0
Karnataka,Bengaluru Urban,Electronic City,560100,194/9,32780,Industrial,4068,133349040,12435,407619300,12596,412896880,Male,Yes,3,Not Graduate,Yes,44628,67855,112483,1.0,Urban,263891799,120,0.647397704181328,29.718888920699257,45,1
Tamil Nadu,Chennai,Tambaram,600045,166/1,1079,Residential,4964,5356156,19148,20660692,18616,20086664,Male,Yes,0,Graduate,No,38665,31536,70201,0.0,Urban,9676671,300,0.46836141790410507,1.156768011180856,78,0
Telangana,Hyderabad,Gachibowli,500032,135/1,21564,Industrial,5662,122095368,20155,434622420,20074,432875736,Female,No,2,Not Graduate,Yes,20225,34918,55143,1.0,Semiurban,299218049,240,0.6884551629895209,48.82110968647845,47,1
Telangana,Medchal-Malkajgiri,Alwal,500010,104/10,14956,Industrial,2362,35326072,5924,88599344,6029,90169724,Female,Yes,3,Graduate,No,26480,22990,49470,1.0,Semiurban,30294282,180,0.3419244503661336,6.211133600924546,33,1
Maharashtra,Nagpur,Somalwada,440025,487/6,86945,Agricultural,609,52949505,1371,119201595,1366,118766870,Male,Yes,1,Not Graduate,No,34019,40936,74955,1.0,Rural,62320860,120,0.5228190109368922,10.532376974559314,50,0
Karnataka,Mysuru,J P Nagar,570008,497/3,44366,Industrial,1852,82165832,4576,203018816,4230,187668180,Male,No,1,Not Graduate,No,16547,0,16547,0.0,Semiurban,186850267,120,0.9203593572331739,143.0434649644382,96,0
Telangana,Hyderabad,Kondapur,500084,437/4,4123,Residential,4759,19621357,21182,87333386,19723,81317929,Male,No,2,Graduate,Yes,12000,19378,31378,1.0,Semiurban,42294470,360,0.4842875323762209,10.845524613962823,39,0
Maharashtra,Nagpur,Dharampeth,440010,417/2,11751,Agricultural,524,6157524,1122,13184622,1156,13584156,Female,No,2,Not Graduate,No,48103,24133,72236,1.0,Rural,5377617,300,0.4078703962843986,0.6247406599785296,44,0
Telangana,Hyderabad,Kondapur,500084,312/3,46517,Industrial,4810,223746770,20411,949458487,19805,921269185,Female,No,1,Not Graduate,Yes,76063,28636,104699,1.0,Urban,685338031,180,0.721819900905262,66.39179588138673,48,1
Karnataka,Mysuru,Gokulam,570002,393/2,1253,Residential,2009,2517277,4347,5446791,4538,5686114,Female,No,0,Graduate,Yes,25892,8000,33892,1.0,Rural,4322607,180,0.7936061802261185,1.2936019817549285,51,0
Telangana,Medchal-Malkajgiri,Kompally,500014,128/8,4615,Residential,2054,9479210,6050,27920750,6450,29766750,Female,Yes,0,Graduate,No,31495,40813,72308,1.0,Rural,19384846,300,0.6942809917355371,2.249777655698042,47,1
Telangana,Rangareddy,Kokapet,500089,207/8,2995,Residential,3302,9889490,10708,32070460,10784,32298080,Female,No,1,Graduate,Yes,28703,0,28703,1.0,Semiurban,24020315,360,0.7489856709258302,6.7335430843946575,49,0
Tamil Nadu,Madurai,K K Nagar,625020,122/2,2355,Commercial,1856,4370880,3345,7877475,3322,7823310,Female,No,1,Not Graduate,No,36937,0,36937,1.0,Semiurban,4379581,240,0.5559625387576603,1.066795544155791,42,1
Karnataka,Mysuru,Vijayanagar,570017,267/8,20557,Industrial,1916,39387212,4468,91848676,4475,91992575,Female,Yes,0,Graduate,Yes,46761,11977,58738,0.0,Rural,78184903,360,0.8512360374144098,10.710160587257633,94,0
Maharashtra,Nagpur,Manish Nagar,440015,480/5,5693,Commercial,2124,12091932,4737,26967741,4724,26893732,Female,No,0,Graduate,Yes,52782,58822,111604,1.0,Rural,20382842,240,0.7558231147354908,1.6432181643483208,50,0
Maharashtra,Pune,Hinjawadi,411057,362/8,4434,Residential,2963,13137942,8580,38043720,8085,35848890,Female,No,2,Graduate,Yes,32738,11187,43925,1.0,Semiurban,33322174,360,0.8758915794775064,6.103989720243449,55,0
Tamil Nadu,Coimbatore,Gandhipuram,641012,36/5,2643,Residential,1739,4596177,3831,10125333,3868,10223124,Female,Yes,2,Graduate,Yes,34892,8000,42892,1.0,Semiurban,3429871,300,0.3387415505248074,0.6710657630645802,33,1
Tamil Nadu,Madurai,Tallakulam,625002,64/4,41690,Agricultural,481,20052890,997,41564930,1030,42940700,Male,No,0,Not Graduate,Yes,44450,28893,73343,1.0,Rural,20898883,300,0.5028008708302889,2.391266599079668,50,1
Tamil Nadu,Madurai,Sellur,625002,430/9,14133,Commercial,1992,28152936,4395,62114535,4465,63103845,Female,No,0,Graduate,Yes,99248,0,99248,1.0,Rural,27550970,120,0.4435510947638906,3.5164844050458384,37,0
Karnataka,Bengaluru Urban,Whitefield,560066,280/5,40566,Industrial,3803,154272498,12082,490118412,11599,470525034,Female,Yes,3,Not Graduate,No,32325,0,32325,1.0,Urban,166186007,360,0.3390731768713884,41.36644078946443,33,0
Karnataka,Mysuru,Ramakrishnanagar,570020,28/4,5467,Commercial,2582,14115794,6508,35579236,6769,37006123,Male,Yes,3,Not Graduate,No,46401,13137,59538,0.0,Rural,19244555,240,0.5408928679637752,2.9081973936454326,81,0
Tamil Nadu,Coimbatore,R S Puram,641002,250/6,76028,Agricultural,839,63787492,2180,165741040,2172,165132816,Male,No,1,Graduate,No,29323,0,29323,0.0,Rural,132269949,360,0.7980518826236399,36.29485131382627,98,0
Maharashtra,Pune,Wakad,411057,451/10,2693,Commercial,5305,14286365,17496,47116728,17018,45829474,Female,Yes,2,Not Graduate,No,14543,19596,34139,0.0,Semiurban,37522054,240,0.7963637458017033,9.888856117815902,91,0
Karnataka,Bengaluru Urban,Whitefield,560066,407/4,2742,Residential,3063,8398746,10492,28769064,10996,30151032,Female,Yes,1,Graduate,No,30236,26357,56593,1.0,Urban,16272299,180,0.5656179498922871,2.916341088683965,42,1
Tamil Nadu,Coimbatore,Gandhipuram,641012,347/3,11076,Commercial,3224,35709024,8219,91033644,8238,91244088,Male,Yes,0,Not Graduate,Yes,24980,23155,48135,1.0,Semiurban,74971177,360,0.8235546080084414,12.532150126346817,52,0
Tamil Nadu,Coimbatore,Gandhipuram,641012,295/9,7079,Residential,1859,13159861,3903,27629337,3978,28160262,Female,No,2,Graduate,Yes,29731,18053,47784,1.0,Semiurban,23564366,240,0.8528748264933032,4.436939503464184,54,0
Karnataka,Bengaluru Urban,Kengeri,560060,144/9,14078,Agricultural,1530,21539340,5458,76837724,5611,78991658,Male,No,3,Graduate,Yes,38109,22568,60677,1.0,Rural,43302768,120,0.5635613048611383,9.04034748245219,52,0
Telangana,Rangareddy,Rajendranagar,500030,180/1,87698,Agricultural,1086,95240028,2932,257130536,2947,258446006,Female,No,1,Not Graduate,Yes,57337,20488,77825,0.0,Rural,97460774,120,0.37903228265350797,15.863692845163039,85,0
Maharashtra,Pune,Wakad,411057,222/5,2099,Residential,3537,7424163,10281,21579819,9739,20442161,Male,No,2,Not Graduate,No,29438,19761,49199,1.0,Semiurban,8703376,240,0.40331088967891715,1.5916285474752399,36,1
Karnataka,Dharwad,Sattur,580009,330/7,37196,Agricultural,417,15510732,910,33848360,915,34034340,Female,Yes,0,Not Graduate,No,23651,17748,41399,1.0,Rural,12366872,120,0.36536103964859745,3.784108503756823,44,1
Maharashtra,Mumbai Suburban,Ghatkopar,400086,428/8,5335,Residential,8737,46611895,41270,220175450,40780,217561300,Female,No,1,Graduate,No,122847,12738,135585,1.0,Urban,102394895,300,0.46506045519607203,6.337679207786365,38,1
Karnataka,Mysuru,Gokulam,570002,326/5,7162,Industrial,2084,14925608,5222,37399964,5186,37142132,Female,No,3,Not Graduate,Yes,30724,17457,48181,1.0,Rural,20768305,240,0.5553028072433439,3.878247248399343,42,0
Maharashtra,Mumbai Suburban,Bandra,400050,193/8,19431,Agricultural,2778,53979318,10980,213352380,10373,201557763,Male,Yes,2,Not Graduate,Yes,31310,18056,49366,1.0,Rural,153881886,240,0.7212569459032986,28.045927757844865,58,0
Karnataka,Bengaluru Urban,Whitefield,560066,384/2,93286,Agricultural,1549,144500014,5347,498800242,5160,481355760,Male,No,1,Not Graduate,No,42939,0,42939,1.0,Rural,280262391,300,0.5618730052661041,54.774256361537574,52,0
Telangana,Hyderabad,Jubilee Hills,500033,373/5,1854,Commercial,7343,13613922,25929,48072366,25510,47295540,Male,Yes,3,Not Graduate,Yes,13015,0,13015,0.0,Semiurban,30628740,240,0.6371381845445261,21.1736245662592,85,0
Karnataka,Dharwad,Navanagar,580025,75/3,10705,Commercial,2015,21570575,4260,45603300,4607,49317935,Male,No,3,Not Graduate,Yes,67663,0,67663,1.0,Rural,38387702,240,0.8417746522729714,5.104475396426628,53,0
Karnataka,Bengaluru Urban,Sarjapur,560035,29/9,6452,Residential,3338,21536776,11498,74185096,12163,78475676,Female,Yes,2,Graduate,Yes,53079,10449,63528,1.0,Urban,40732008,300,0.5490591802968079,5.380643652742929,41,1
Karnataka,Dharwad,Kelageri,580007,470/7,7426,Residential,1228,9119128,2294,17035244,2297,17057522,Male,Yes,2,Graduate,No,12000,0,12000,1.0,Semiurban,5255464,240,0.3085053551331581,3.9403978090301335,32,1
Tamil Nadu,Coimbatore,Gandhipuram,641012,243/2,6042,Industrial,2268,13703256,4772,28832424,5148,31104216,Male,Yes,1,Not Graduate,Yes,20206,19041,39247,1.0,Semiurban,9506919,300,0.32973013299193993,2.0328106235307115,33,0
Karnataka,Bengaluru Urban,Yelahanka,560064,326/2,11833,Commercial,5671,67104943,19974,236352342,20263,239772079,Male,Yes,0,Not Graduate,No,170787,0,170787,1.0,Urban,205323105,180,0.8687161856005641,12.193689470383617,54,1
Tamil Nadu,Madurai,Anna Nagar,625020,43/10,13453,Commercial,2085,28049505,4638,62395014,4574,61534022,Female,No,2,Not Graduate,No,50309,0,50309,1.0,Semiurban,23374653,180,0.3746237319539667,4.712502624635141,34,0
Maharashtra,Nagpur,Sitabuldi,440012,11/8,91643,Agricultural,628,57551804,1125,103098375,1116,102273588,Female,Yes,1,Graduate,Yes,12276,0,12276,1.0,Rural,85407504,360,0.8284078580288001,55.97980561681483,63,0
